xP, yP, zP, xR, yR, zR
9.062304,0.5411406,38.85924,0,50.17972,0
9.115423,0.5175965,38.99043,0,49.80396,0
9.168542,0.4901285,39.12163,0,49.42956,0
9.208603,0.4900257,39.2176,0,50.4577,0
9.246336,0.4900051,39.30933,0,51.4591,0
9.282292,0.490001,39.39668,0,52.46044,0
9.325636,0.4900001,39.48724,0,53.46214,0
9.376291,0.49,39.58094,0,54.46413,0
9.434209,0.4899999,39.67773,0,55.46634,0
9.499356,0.49,39.77751,0,56.46872,0
9.571715,0.4899999,39.88022,0,57.47125,0
9.651281,0.4899999,39.98577,0,58.47388,0
9.738059,0.4899999,40.09406,0,59.47662,0
9.832059,0.4899999,40.205,0,60.47943,0
9.933298,0.4899999,40.31849,0,61.48228,0
10.0418,0.4899999,40.43441,0,62.4852,0
10.15758,0.4899999,40.55266,0,63.48813,0
10.28068,0.4899999,40.67313,0,64.49109,0
10.41112,0.49,40.79568,0,65.49408,0
10.54892,0.49,40.92022,0,66.49707,0
10.69413,0.49,41.04659,0,67.50007,0
10.84677,0.4899999,41.17469,0,68.50308,0
11.00686,0.4899999,41.30437,0,69.50609,0
11.17444,0.49,41.43552,0,70.50909,0
11.34954,0.4899999,41.56798,0,71.51208,0
11.53218,0.4899999,41.70162,0,72.51508,0
11.72238,0.4899999,41.83631,0,73.51804,0
11.90876,0.4899999,41.96824,0,74.5209,0
12.09133,0.4899999,42.09741,0,75.52363,0
12.27008,0.4899999,42.22383,0,76.52623,0
12.445,0.4899999,42.3475,0,77.52869,0
12.6161,0.4899999,42.46841,0,78.53101,0
12.78338,0.49,42.58659,0,79.5332,0
12.94683,0.4899999,42.70201,0,80.53522,0
13.10645,0.49,42.8147,0,81.5371,0
13.26224,0.49,42.92466,0,82.53882,0
13.41419,0.49,43.03187,0,83.54039,0
13.56232,0.49,43.13635,0,84.54178,0
13.7066,0.4899999,43.23811,0,85.54301,0
13.84705,0.4899999,43.33713,0,86.54408,0
13.98365,0.49,43.43343,0,87.54498,0
14.11641,0.49,43.52701,0,88.5457,0
14.24533,0.49,43.61787,0,89.54625,0
14.3704,0.49,43.70602,0,90.54663,0
14.49162,0.4899999,43.79145,0,91.54683,0
14.60899,0.4899999,43.87418,0,92.54686,0
14.72251,0.4899999,43.95419,0,93.5467,0
14.83218,0.4899999,44.0315,0,94.54638,0
14.93798,0.4899999,44.10611,0,95.54588,0
15.03993,0.4899999,44.17802,0,96.5452,0
15.13803,0.49,44.24723,0,97.54434,0
15.23226,0.49,44.31374,0,98.54332,0
15.32263,0.49,44.37756,0,99.54213,0
15.40913,0.4899999,44.43868,0,100.5408,0
15.49178,0.4899999,44.49711,0,101.5392,0
15.57056,0.4899999,44.55285,0,102.5375,0
15.64547,0.49,44.6059,0,103.5357,0
15.71652,0.4899999,44.65627,0,104.5337,0
15.7837,0.4899999,44.70394,0,105.5315,0
15.84702,0.4899999,44.74892,0,106.5292,0
15.90647,0.4899999,44.79122,0,107.5267,0
15.96206,0.4899999,44.83083,0,108.5241,0
16.01378,0.49,44.86774,0,109.5214,0
16.06163,0.49,44.90196,0,110.5185,0
16.10563,0.4899999,44.93349,0,111.5155,0
16.14577,0.4899999,44.96232,0,112.5124,0
16.18204,0.49,44.98845,0,113.5092,0
16.21447,0.49,45.01188,0,114.5059,0
16.24304,0.4899999,45.0326,0,115.5024,0
16.26776,0.49,45.0506,0,116.4989,0
16.2989,0.4899999,45.06185,0,117.4973,0
16.33613,0.4899999,45.06705,0,118.4976,0
16.3793,0.4899999,45.06669,0,119.4991,0
16.42832,0.4899999,45.06108,0,120.5014,0
16.48315,0.4899999,45.0504,0,121.5042,0
16.54374,0.49,45.03474,0,122.5072,0
16.61004,0.49,45.01415,0,123.5105,0
16.67184,0.49,44.99491,0,124.5136,0
16.72912,0.49,44.97702,0,125.5166,0
16.78189,0.49,44.96049,0,126.5196,0
16.83015,0.49,44.94532,0,127.5224,0
16.87391,0.4899999,44.93152,0,128.5251,0
16.91316,0.49,44.91909,0,129.5276,0
16.94791,0.49,44.90804,0,130.5301,0
16.97816,0.4899999,44.89838,0,131.5323,0
17.00392,0.49,44.89011,0,132.5345,0
17.02518,0.49,44.88324,0,133.5365,0
17.04194,0.4899999,44.87779,0,134.5384,0
17.05422,0.49,44.87376,0,135.5402,0
17.06201,0.49,44.87116,0,136.5418,0
17.06532,0.4899999,44.87001,0,137.5432,0
17.06531,0.49,44.86997,0,137.5446,0
17.06531,0.4899999,44.86997,0,137.5447,0
17.07015,0.49,44.86451,0,138.5486,0
17.07988,0.49,44.85365,0,139.5525,0
17.09438,0.4899999,44.83727,0,140.5564,0
17.11353,0.49,44.81528,0,141.5603,0
17.1372,0.49,44.78756,0,142.5642,0
17.16526,0.4899999,44.75401,0,143.5681,0
17.19759,0.4899999,44.71454,0,144.572,0
17.22689,0.4899999,44.67868,0,145.5759,0
17.25317,0.4899999,44.64644,0,146.5797,0
17.27643,0.49,44.61781,0,147.5836,0
17.29667,0.4899999,44.59279,0,148.5874,0
17.31391,0.49,44.5714,0,149.5912,0
17.32814,0.49,44.55363,0,150.595,0
17.33938,0.49,44.5395,0,151.5987,0
17.34764,0.49,44.52901,0,152.6023,0
17.35292,0.49,44.52217,0,153.6059,0
17.35525,0.49,44.519,0,154.6095,0
17.35517,0.49,44.51889,0,154.6148,0
17.35816,0.4899999,44.51222,0,155.6186,0
17.36427,0.49,44.49895,0,156.6225,0
17.37331,0.49,44.47901,0,157.6264,0
17.38515,0.4899999,44.45234,0,158.6303,0
17.39964,0.49,44.41886,0,159.6342,0
17.41661,0.49,44.37853,0,160.6381,0
17.43592,0.4899999,44.33128,0,161.642,0
17.45743,0.4899999,44.27708,0,162.646,0
17.48097,0.4899999,44.21585,0,163.6498,0
17.5064,0.49,44.14757,0,164.6537,0
17.53355,0.4899999,44.07219,0,165.6576,0
17.56229,0.4899999,43.98966,0,166.6615,0
17.59244,0.4899999,43.89995,0,167.6654,0
17.62385,0.4899999,43.80303,0,168.6692,0
17.65638,0.4899999,43.69887,0,169.6731,0
17.68985,0.49,43.58743,0,170.6769,0
17.72412,0.49,43.4687,0,171.6807,0
17.75902,0.4899999,43.34266,0,172.6845,0
17.7944,0.4899999,43.20928,0,173.6884,0
17.83009,0.4899999,43.06855,0,174.6921,0
17.86594,0.4899999,42.92045,0,175.6959,0
17.90179,0.4899999,42.76498,0,176.6996,0
17.93748,0.4899999,42.60214,0,177.7034,0
17.97285,0.4899998,42.43192,0,178.7071,0
18.00774,0.49,42.25431,0,179.7108,0
18.04199,0.4899999,42.06933,0,180.7144,0
18.07544,0.49,41.87698,0,181.7181,0
18.10793,0.4899999,41.67728,0,182.7217,0
18.1393,0.4899999,41.47022,0,183.7253,0
18.16939,0.49,41.25584,0,184.7288,0
18.19805,0.49,41.03415,0,185.7323,0
18.22511,0.49,40.80516,0,186.7358,0
18.25042,0.49,40.56892,0,187.7393,0
18.27382,0.49,40.32544,0,188.7428,0
18.29515,0.4899999,40.07476,0,189.7462,0
18.31425,0.49,39.81691,0,190.7495,0
18.33097,0.49,39.55193,0,191.7529,0
18.34516,0.49,39.27986,0,192.7562,0
18.35666,0.4899999,39.00074,0,193.7594,0
18.36532,0.4899999,38.71463,0,194.7627,0
18.37098,0.4899999,38.42157,0,195.7658,0
18.37349,0.49,38.12162,0,196.769,0
18.3727,0.49,37.81483,0,197.7721,0
18.36848,0.4899999,37.50805,0,198.7752,0
18.36077,0.4899999,37.20136,0,199.7782,0
18.34948,0.4899999,36.8948,0,200.7812,0
18.33456,0.4899999,36.58842,0,201.7841,0
18.31595,0.4899999,36.28226,0,202.7871,0
18.29358,0.4899999,35.97637,0,203.7899,0
18.26742,0.4899999,35.6708,0,204.7928,0
18.23739,0.4899999,35.36561,0,205.7956,0
18.20346,0.4899999,35.06084,0,206.7984,0
18.16558,0.4899999,34.75656,0,207.8011,0
18.12371,0.4899999,34.45282,0,208.8038,0
18.0778,0.4899999,34.14968,0,209.8065,0
18.02782,0.4899999,33.8472,0,210.8092,0
17.97373,0.4899999,33.54544,0,211.8118,0
17.91551,0.4899999,33.24448,0,212.8144,0
17.85312,0.4899999,32.94436,0,213.8169,0
17.78653,0.4899999,32.64516,0,214.8195,0
17.71573,0.4899999,32.34695,0,215.822,0
17.64069,0.4899999,32.04979,0,216.8244,0
17.56139,0.49,31.75375,0,217.8269,0
17.47782,0.4899999,31.4589,0,218.8294,0
17.38996,0.4899999,31.16532,0,219.8318,0
17.2978,0.49,30.87307,0,220.8342,0
17.20133,0.4899999,30.58223,0,221.8365,0
17.10055,0.4899999,30.29286,0,222.8389,0
16.99545,0.49,30.00505,0,223.8412,0
16.88602,0.4899999,29.71887,0,224.8435,0
16.77228,0.4899999,29.43438,0,225.8458,0
16.65423,0.4899999,29.15168,0,226.8481,0
16.53186,0.49,28.87082,0,227.8503,0
16.40519,0.49,28.59189,0,228.8525,0
16.27422,0.49,28.31496,0,229.8548,0
16.13897,0.49,28.0401,0,230.8569,0
15.99945,0.49,27.7674,0,231.8591,0
15.85568,0.4899999,27.49693,0,232.8613,0
15.70768,0.49,27.22876,0,233.8634,0
15.55546,0.4899999,26.96297,0,234.8656,0
15.39905,0.4899999,26.69963,0,235.8677,0
15.23847,0.4899999,26.43882,0,236.8698,0
15.07376,0.49,26.18061,0,236.8719,0
14.90492,0.49,25.92509,0,236.8741,0
14.73211,0.49,25.67215,0,236.8765,0
14.55551,0.49,25.42175,0,236.879,0
14.37527,0.49,25.17388,0,236.8816,0
